behavior_score,amortization_term,recovery_amount,ead,lgd,recovery_origin_code,collateral_type_code,survival_time_1,survival_time_2
24.98,180,105461.94,97339.53,0.0,5,2,34,6
60.0,300,56990.85,59254.33,0.0381994025,4,2,17,2
89.0,240,19809.68,10093.52,0.0,3,4,15,21
24.98,119,35302.45,47715.68,0.0,5,2,26,16
60.0,204,0.0,44530.64,1.0,4,2,44,2
1.0,240,0.0,12916.37,1.0,4,2,52,5
24.98,240,9235.1,10214.7,0.0,4,2,35,24
1.0,204,33314.4,42225.0,0.211026643,1,2,72,14
24.98,240,285057.9,251657.88,0.0,5,2,24,14
1.0,240,0.0,33186.12,1.0,4,2,26,7
1.0,180,24341.71,29397.42,0.1719780171,5,2,57,13
90.0,240,61634.37,61657.9,0.0003816218,5,2,60,2
1.0,249,0.0,41662.76,1.0,4,2,20,8
94.0,240,31193.83,45379.21,0.3125964511,4,2,42,9
1.0,240,0.0,58184.28,1.0,4,2,18,6
9.0,300,96379.26,91490.46,0.0,4,2,15,10
24.98,360,109275.46,105978.94,0.0,5,2,7,3
93.0,240,8309.96,9520.35,0.8994207146,3,2,30,34
94.0,240,39602.9,37222.93,0.0,5,2,35,8
71.0,360,0.0,151956.56,1.0,5,2,20,4
8.0,236,21262.15,10926.35,0.0,3,2,46,22
4.0,240,94110.51,88610.09,0.0,5,2,16,6
24.98,60,6670.55,10480.95,0.041567723,1,2,30,6
44.0,240,41129.64,41799.08,0.0,4,2,13,2
1.0,330,0.0,94161.22,1.0,5,2,16,1
24.98,180,88642.47,86331.38,0.0,1,2,19,2
1.0,240,0.0,41984.31,1.0,4,2,34,2
52.0,228,16049.29,19451.28,0.847229077,3,2,37,34
1.0,240,63201.71,54876.53,0.0,5,2,49,12
56.0,230,8256.13,9618.56,0.9034221339,3,2,28,52
56.0,240,11303.22,11433.52,0.0,4,2,50,6
1.0,300,0.0,52209.38,1.0,4,2,26,1
32.0,204,75691.33,76959.76,0.0,4,3,43,1
24.98,300,0.0,87334.57,1.0,4,2,14,1
11.0,360,0.0,67665.24,1.0,5,2,25,1
28.0,204,149267.04,167654.52,0.1096748242,5,2,18,1
1.0,236,21260.47,9860.01,0.957797203,3,2,28,40
33.0,240,49329.47,49594.59,0.0,4,2,16,1
34.0,300,0.0,83892.36,1.0,4,2,17,4
2.0,300,0.0,55691.73,1.0,4,2,21,1
2.0,287,0.0,73265.2,1.0,4,2,17,6
94.0,225,16828.9,19365.21,0.9044182841,3,2,28,52
1.0,300,0.0,20297.41,1.0,4,2,9,25
1.0,271,123160.19,116906.95,0.0,5,2,32,4
24.98,300,0.0,79410.97,1.0,4,2,12,1
4.0,240,49050.63,53082.77,0.0759594874,4,2,30,10
24.98,204,36111.32,41126.14,0.6385589062,4,3,43,26
1.0,236,21262.15,10882.04,0.9479941261,3,2,38,30
1.0,300,0.0,43307.85,0.8262023473,4,2,19,1
1.0,240,0.0,32769.88,1.0,4,2,50,8
4.0,240,0.0,28579.51,1.0,4,2,52,1
1.0,240,173225.33,163806.1,0.0,5,2,23,4
31.0,300,40096.53,39743.84,0.0,4,2,11,4
1.0,240,0.0,76319.29,0.6832864383,5,2,27,12
24.98,240,38620.92,36805.86,0.0,4,2,33,6
94.0,236,10640.97,8878.74,0.9123321552,3,2,24,41
7.0,240,86789.33,82596.75,0.0,4,2,24,9
94.0,240,16860.99,24290.88,0.6383940279,1,2,45,49
24.98,360,68767.42,66297.77,0.0,5,2,11,3
24.98,240,48795.46,53755.72,0.0,4,2,19,7
2.0,240,65516.48,68492.95,0.0434565893,5,2,12,1
1.0,240,87873.52,72037.81,0.6936147509,5,2,14,35
33.0,240,49415.47,52206.88,0.0,4,2,25,2
1.0,360,219829.74,191856.06,0.0,5,2,11,15
1.0,240,33018.26,24739.33,0.0,5,2,9,24
10.0,240,0.0,65509.96,1.0,4,2,19,1
24.98,240,69119.64,67516.65,0.0,5,2,31,2
17.0,240,19221.72,20069.81,0.9118940339,3,2,21,40
1.0,240,9119.95,8053.09,1.0,3,4,19,34
24.98,300,0.0,85354.72,1.0,4,2,8,1
24.98,300,0.0,65900.46,1.0,4,2,11,1
4.0,110,0.0,66509.19,1.0,5,2,23,19
1.0,300,48691.98,42107.84,0.0,4,2,11,22
24.98,180,28769.64,33052.62,0.1295806505,5,2,14,6
1.0,240,26236.33,26352.36,1.0,3,4,29,30
24.98,218,13761.81,9814.34,0.8718640275,3,4,17,32
52.0,236,16070.24,19288.84,0.9093543209,3,2,14,65
5.0,60,0.0,27602.78,1.0,5,2,20,0
24.98,360,371183.5,407864.78,0.0899349044,5,2,19,3
0.0,300,71428.77,70031.0,0.0,4,2,8,3
2.0,240,26319.94,25956.8,0.9692361924,3,4,18,43
1.0,240,0.0,32010.66,1.0,4,2,68,12
18.0,300,62215.92,63466.69,0.0,4,2,8,2
0.0,245,47432.01,43825.25,0.0,4,2,17,12
1.0,120,0.0,68307.35,1.0,5,2,58,7
24.98,240,61409.74,66774.5,0.0803414477,4,2,32,2
1.0,230,10496.9,11646.56,0.9382856397,3,4,38,46
96.0,240,40138.38,47002.7,0.0,5,2,34,20
64.0,230,20374.99,22027.0,0.9219939166,3,2,28,31
1.0,222,12698.85,7672.61,1.0,3,2,39,30
67.0,236,3617.13,5661.08,0.8841987748,3,4,18,64
1.0,240,10103.82,10640.36,0.0504249856,3,2,46,10
93.0,240,37671.01,37609.59,0.0,4,2,23,3
49.0,119,64270.95,66359.18,0.0,5,2,27,2
45.0,240,95833.35,99239.98,0.0343271935,5,2,48,1
94.0,240,33136.48,53218.23,0.733151222,5,2,32,28
1.0,236,21260.47,10873.88,0.9471826064,3,2,38,30
0.0,300,0.0,51734.52,1.0,4,2,18,11
1.0,300,0.0,262488.51,1.0,5,2,14,4
24.98,204,42197.12,39204.84,0.0,4,3,22,8
34.0,240,111748.86,109053.43,0.0,5,2,31,2
3.0,215,56570.42,56401.77,0.0,4,2,15,1
61.0,360,61513.08,59501.65,0.0,5,2,15,3
0.0,360,0.0,89472.83,1.0,5,2,14,9
91.0,240,22335.23,33836.39,0.4042006726,5,2,40,28
24.98,221,21815.86,20042.98,0.9467514312,3,4,31,33
24.98,119,19317.8,26474.56,0.5438269286,5,2,24,34
1.0,228,13213.6,12036.4,0.9617759463,3,2,28,34
1.0,119,79216.18,73073.76,0.7423724091,5,2,13,28
96.0,360,115421.47,64012.37,0.0,4,2,14,8
52.0,236,3636.87,5294.52,0.8818910874,3,4,51,27
94.0,229,10776.12,18231.98,0.923827253,3,2,25,58
3.0,240,10717.22,11557.07,0.0,3,2,36,18
64.0,228,3549.98,4659.31,0.2380889016,3,4,72,4
11.0,360,0.0,204729.03,1.0,5,2,16,1
64.0,236,21262.15,9816.01,0.9628301112,3,2,28,40
2.0,96,91022.91,183244.7,0.5655693249,5,2,25,40
1.0,235,13119.93,13357.26,0.9499081398,3,2,16,65
1.0,240,0.0,235790.69,1.0,5,2,31,4
22.0,300,0.0,47552.36,1.0,4,2,29,1
1.0,240,47737.07,45214.53,0.0,4,2,34,8
24.98,360,0.0,52134.4,1.0,5,2,12,2
56.0,240,19637.59,21684.8,0.0944076035,3,2,50,7
17.0,240,64485.88,61671.0,0.0,4,2,15,7
12.0,300,67681.35,65978.93,0.0,4,2,13,4
4.0,240,61265.16,59779.12,0.0,4,2,13,12
0.0,300,36802.25,33230.96,0.0,4,2,24,17
24.98,240,35272.49,35893.81,0.0173099484,3,4,39,1
24.98,240,57726.59,55745.65,0.0,5,2,8,3
17.0,240,0.0,49532.78,0.7765742568,4,2,27,48
22.0,120,34083.21,42485.5,0.1977684151,1,2,13,7
2.0,240,0.0,71573.03,1.0,4,2,24,3
94.0,240,94504.27,94686.21,0.0,5,2,22,1
1.0,222,13549.34,13710.1,0.9754480274,3,4,31,52
24.98,324,0.0,477313.89,1.0,5,2,8,5
94.0,240,25374.43,26623.33,0.9699733279,3,4,13,46
2.0,300,48644.57,45816.97,0.0,4,2,23,11
86.0,240,60304.26,59769.7,0.0,5,2,20,2
7.0,300,70923.26,73121.89,0.0300680138,4,2,16,5
65.0,360,0.0,140459.51,1.0,5,2,22,2
4.0,240,227627.94,168985.92,1.0,5,2,16,43
1.0,300,82353.29,70633.65,0.0,4,2,18,15
2.0,240,31790.3,33163.65,0.0414113042,5,2,44,1
96.0,240,28555.55,4387.24,0.9119628742,3,2,7,56
96.0,240,12352.16,124618.21,0.7621556638,4,2,15,42
56.0,240,0.0,56227.17,1.0,4,2,29,1
0.0,239,0.0,85399.84,1.0,5,2,16,15
24.98,204,58233.61,58045.43,0.0,2,2,78,0
52.0,240,5322.98,5388.44,0.0121482284,5,2,51,14
1.0,360,153056.07,137203.46,0.0,5,2,36,8
52.0,120,144394.27,149182.31,0.0,5,2,33,4
1.0,222,11450.79,4285.35,0.9205269115,3,2,13,52
47.0,240,20754.74,20892.47,0.0065923273,3,4,58,4
24.98,180,15124.91,18780.11,0.1946314478,5,2,38,2
1.0,300,0.0,70229.03,1.0,4,2,12,17
79.0,240,49153.4,50356.71,0.0,5,2,42,8
24.98,240,98524.46,83760.51,0.0,4,2,24,13
24.98,120,30295.54,34812.22,0.0078671974,5,2,17,2
27.0,240,36258.01,30183.77,0.0,5,2,15,21
24.98,180,100396.86,99826.12,0.0,5,2,22,7
0.0,360,146813.09,148258.25,0.0097475857,5,2,15,1
2.0,225,11346.01,11574.5,0.0197408095,3,2,46,22
24.98,240,76947.53,58970.93,0.0,5,2,9,23
5.0,240,0.0,77067.13,1.0,5,2,35,1
24.98,180,102753.92,92237.41,0.0,5,2,18,10
56.0,300,0.0,48799.04,1.0,4,2,25,1
0.0,360,0.0,117176.25,0.792905962,5,2,12,9
13.0,300,48982.56,47777.95,0.0,4,2,29,4
89.0,204,84435.01,74957.41,0.0,5,2,8,13
94.0,236,16936.36,19682.59,0.9063146669,3,2,14,49
24.98,360,140639.45,129737.84,0.0,5,2,8,7
24.98,218,14775.06,9498.66,0.9341759785,3,4,17,32
24.98,180,42467.68,50967.39,0.0,5,2,44,10
2.0,180,51873.17,57530.37,0.0983341494,4,2,42,12
52.0,236,15327.28,21494.51,0.8695187748,3,4,23,38
24.98,240,165796.61,133821.24,0.0,5,2,24,16
1.0,300,0.0,38647.66,1.0,4,2,14,5
9.0,360,0.0,94121.2,1.0,5,2,42,1
1.0,57,15645.97,21463.41,0.2710398767,1,2,18,1
90.0,240,12515.96,14492.14,0.911620368,3,2,29,31
1.0,295,0.0,141140.85,1.0,5,2,27,5
46.0,240,0.0,79631.73,1.0,5,2,17,2
2.0,360,0.0,101884.45,1.0,5,2,13,11
2.0,240,10578.62,11217.95,0.0569916963,3,2,43,12
1.0,300,0.0,40539.9,1.0,4,2,16,1
5.0,300,60081.38,56266.45,0.0,4,2,14,10
5.0,240,0.0,48985.35,1.0,4,2,21,7
1.0,300,0.0,58017.96,1.0,4,2,17,6
83.0,240,0.0,68539.84,0.0,5,2,24,13
0.0,240,0.0,124819.11,0.7769871854,1,2,8,18
65.0,360,206856.68,200423.45,0.0,5,2,14,3
1.0,300,62343.17,54935.16,0.0,4,2,10,19
77.0,240,19703.8,21759.42,0.0944703489,3,2,38,19
24.98,300,0.0,90547.24,1.0,4,2,8,10
17.0,300,0.0,61602.04,1.0,4,2,10,12
24.98,325,183206.09,150252.09,0.0,5,2,11,17
94.0,240,18211.82,18677.35,0.9238205634,3,2,20,35
5.0,240,21164.41,27869.22,0.9956604455,3,4,8,48
1.0,300,75653.51,71942.83,0.0,4,2,9,9
0.0,240,0.0,49953.63,1.0,4,2,48,3
94.0,230,8294.9,9657.11,0.8548706601,3,2,28,52
1.0,300,0.0,99582.16,1.0,4,2,27,15
25.0,240,10220.42,10790.19,0.0528044455,3,2,50,4
56.0,240,44614.35,44356.78,0.0,5,2,23,4
94.0,190,13016.63,13672.9,0.8851765171,3,2,23,52
1.0,220,12962.44,11382.38,0.9522876586,3,4,18,61
8.0,300,35767.73,35581.61,0.0,4,2,14,2
96.0,360,89359.94,98812.53,0.0,5,2,18,24
1.0,240,10239.8,11620.87,0.118843942,3,2,31,24
24.98,300,77879.14,74513.78,0.0,4,2,9,7
85.0,360,128912.48,119532.56,0.0,5,2,9,6
2.0,240,35898.4,34927.33,0.0,4,2,19,4
24.98,240,68020.91,65150.03,0.0,5,2,7,4
18.0,360,0.0,117443.38,1.0,4,2,22,6
1.0,234,13573.56,14117.12,0.9617089038,3,2,14,60
0.0,270,196082.2,177300.79,0.0,5,2,18,8
24.98,240,62234.61,60925.83,0.0,5,2,20,2
60.0,300,0.0,41277.47,1.0,4,2,19,2
24.98,180,0.0,80083.67,1.0,1,2,10,5
1.0,300,0.0,78583.58,1.0,4,2,9,4
1.0,300,59409.31,55008.12,0.0,4,2,7,11
14.0,240,59532.24,58196.33,0.0,4,2,25,2
1.0,231,7861.28,9129.99,0.1389607218,3,2,56,22
32.0,360,124583.38,118826.49,0.0,5,2,21,5
3.0,108,22007.76,24558.27,0.1038554426,5,2,29,9
24.98,240,33580.45,39977.03,0.0,5,2,29,20
1.0,240,0.0,13949.12,0.8477371061,1,2,112,0
94.0,240,8309.96,8639.98,0.0381968477,3,2,59,5
4.0,95,49491.6,55137.27,0.0,1,2,35,1
0.0,300,56781.64,57724.83,0.0163394158,4,2,17,1
2.0,300,0.0,60861.99,1.0,4,2,17,4
23.0,300,0.0,30002.31,1.0,4,2,19,1
93.0,218,28246.12,24367.43,0.0,3,4,39,17
33.0,180,71751.5,81314.58,0.0,5,2,13,12
1.0,236,21260.47,10940.09,0.0,3,2,51,17
31.0,360,147665.04,147487.09,0.0,4,2,14,1
25.0,240,0.0,65623.94,0.751689924,4,2,38,24
22.0,300,0.0,28374.8,1.0,4,2,42,2
5.0,300,0.0,70671.18,1.0,4,2,17,4
24.98,204,16012.84,14593.0,0.0,4,3,16,11
24.98,240,20432.12,19871.83,0.0,4,2,20,8
1.0,236,21262.15,11156.86,0.0,3,2,53,15
24.98,360,0.0,149217.66,1.0,5,2,8,5
24.98,240,63368.65,59796.39,0.0,5,2,13,5
0.0,300,85544.46,78840.77,0.0,4,2,10,13
10.0,236,3878.31,5607.3,0.9138836873,3,4,48,28
0.0,240,35489.91,32330.56,0.0,4,2,27,13
24.98,204,34500.16,41179.93,0.0,5,2,17,22
68.0,218,33532.51,17724.5,0.9266659144,3,4,24,40
55.0,240,0.0,81266.95,1.0,4,2,26,13
1.0,360,0.0,167383.71,0.7328276131,5,2,21,17
24.98,300,68370.44,66747.68,0.0,4,2,9,4
3.0,240,0.0,176708.27,1.0,5,2,12,2
17.0,240,19710.24,22281.42,0.9289731085,3,2,15,42
24.98,240,24080.59,22612.65,0.0,1,2,79,4
0.0,360,0.0,103938.21,1.0,5,2,18,3
1.0,120,481607.11,395801.92,0.0,1,2,10,11
3.0,180,0.0,91038.4,1.0,5,2,29,4
0.0,180,0.0,30124.61,1.0,1,2,79,1
21.0,120,0.0,122220.54,1.0,5,2,33,1
1.0,300,85728.95,84052.48,0.0,4,2,25,4
56.0,360,91900.34,92847.96,0.0102061478,5,2,14,1
1.0,230,10562.42,11646.56,0.9368027984,3,4,38,46
0.0,240,0.0,61730.28,1.0,5,2,26,10
4.0,280,74528.52,72567.92,0.0,4,2,21,2
0.0,120,29222.53,27654.22,0.0,5,2,54,4
24.98,218,14777.01,9814.34,0.8642578105,3,4,17,32
7.0,119,0.0,277454.76,1.0,5,2,13,2
95.0,335,258243.67,250314.8,0.0,5,2,12,3
61.0,300,74126.8,69209.58,0.0,4,2,14,8
60.0,300,0.0,43668.09,1.0,4,2,16,2
12.0,134,0.0,41236.94,0.5544762123,1,2,79,53
55.0,240,0.0,269702.81,1.0,5,2,33,6
24.98,360,29167.04,24512.07,0.0,5,2,9,16
5.0,240,0.0,75053.62,0.6681604671,5,2,19,7
90.0,240,0.0,66061.31,1.0,5,2,43,8
44.0,238,0.0,59540.44,0.6923719771,5,2,10,5
11.0,360,0.0,128110.51,1.0,5,2,11,2
24.98,223,12704.0,7666.33,1.0,3,2,39,30
31.0,360,0.0,72930.28,1.0,5,2,20,2
1.0,240,0.0,94209.85,0.8995917437,5,2,38,1
3.0,240,86494.22,96008.91,0.0991021562,5,2,18,5
56.0,238,0.0,21086.61,1.0,4,2,51,1
1.0,300,47405.95,40627.53,0.9933289336,4,2,13,26
8.0,360,0.0,67355.38,1.0,5,2,11,1
4.0,240,53625.67,59210.7,0.8229358415,4,2,17,34
0.0,200,153978.49,126563.7,0.0,5,2,19,19
24.98,228,20656.41,21623.08,0.0447054721,3,2,57,1
9.0,360,0.0,40250.82,1.0,5,2,12,0
1.0,350,0.0,218558.07,1.0,5,2,22,16
56.0,240,34360.81,31861.88,0.0,4,2,40,14
5.0,300,0.0,96857.86,1.0,4,2,22,9
24.98,230,20374.99,22063.35,0.9398871885,3,2,28,31
8.0,234,19894.69,23216.32,0.9576694325,3,4,20,39
61.0,300,0.0,61385.99,1.0,4,2,23,3
16.0,300,0.0,49422.99,1.0,4,2,13,4
0.0,120,0.0,74137.1,1.0,5,2,38,9
12.0,300,0.0,92449.07,1.0,4,2,9,2
1.0,218,33657.31,17715.82,0.9286603725,3,4,24,40
24.98,360,0.0,215071.23,1.0,5,2,7,5
96.0,204,50238.55,44952.11,0.0,4,3,35,15
3.0,240,0.0,126185.37,1.0,5,2,30,2
1.0,300,0.0,41845.2,1.0,4,2,26,2
96.0,240,6643.62,7618.97,0.0,5,2,44,23
24.98,240,84822.38,81414.56,0.0,5,2,32,3
24.98,120,46621.74,42780.84,0.0,5,2,14,7
24.98,240,116513.4,143032.46,0.0,5,2,41,24
4.0,119,43514.94,45111.69,0.0,5,2,13,2
4.0,240,0.0,32643.67,1.0,4,2,16,1
24.98,240,57144.18,56386.93,0.0,4,2,39,4
45.0,240,95201.97,105660.41,0.6544292421,5,2,35,26
34.0,120,0.0,44817.9,1.0,5,2,31,4
24.0,240,0.0,124019.88,0.6842379531,5,2,8,43
68.0,224,14961.62,17840.36,0.8987856747,3,2,17,55
2.0,240,27185.78,28261.54,0.0380644508,4,2,37,0
1.0,319,0.0,107742.53,1.0,5,2,28,3
14.0,300,0.0,39094.71,1.0,4,2,13,1
1.0,240,26154.59,25999.09,0.9693639277,3,4,23,41
1.0,240,0.0,175173.78,1.0,1,2,34,31
1.0,300,0.0,39268.02,1.0,4,2,14,9
0.0,300,0.0,65825.01,1.0,4,2,15,6
1.0,235,13081.03,13295.76,0.9798228909,3,2,13,62
0.0,360,103654.74,106266.84,0.0,5,2,9,17
25.0,300,0.0,32338.1,1.0,4,2,12,14
5.0,171,12836.62,17792.24,0.7332820376,3,2,42,34
1.0,222,11438.52,4403.74,0.836582087,3,2,13,52
3.0,120,0.0,31476.02,1.0,5,2,14,6
1.0,240,0.0,123046.36,1.0,4,2,29,7
0.0,240,28664.32,26669.19,0.0,4,2,10,17
0.0,222,13455.71,4872.85,0.9734734293,3,2,27,40
24.98,204,12791.79,14479.74,0.1165732258,4,3,20,14
1.0,240,0.0,55750.07,0.775892643,4,2,14,6
0.0,60,0.0,29971.57,1.0,1,2,29,7
1.0,276,51216.24,55692.82,0.0803798407,4,2,24,13
56.0,240,0.0,51465.36,1.0,4,2,26,0
32.0,240,17809.34,16565.14,0.0,5,2,36,9
38.0,240,0.0,152355.75,1.0,5,2,18,0
75.0,240,19378.93,21036.22,0.0,5,2,15,4
0.0,240,98071.7,73517.14,0.0,5,2,53,24
2.0,240,554120.35,527143.36,0.0,5,2,27,4
10.0,240,74523.92,75542.54,0.0134840581,5,2,25,0
1.0,300,0.0,43831.17,1.0,4,2,20,9
24.98,240,36940.97,30300.35,0.0,4,2,7,17
1.0,300,0.0,71771.35,1.0,4,2,13,7
1.0,180,0.0,42013.83,0.8488159073,5,2,30,4
94.0,204,49322.34,48490.4,0.9904030739,4,3,26,41
60.0,240,18249.95,20668.42,0.9606922058,3,2,15,42
76.0,360,69876.78,69766.39,0.0,5,2,23,4
24.98,240,0.0,94060.25,1.0,5,2,12,6
0.0,300,0.0,20582.48,1.0,5,2,20,10
24.98,240,111029.63,105005.59,0.0,4,2,22,6
1.0,300,0.0,39991.44,1.0,4,2,13,6
86.0,180,9902.43,10936.93,0.0945877865,2,2,115,1
1.0,204,0.0,14659.51,1.0,4,2,31,13
24.98,236,10038.92,8895.88,0.0,3,2,24,20
0.0,300,0.0,55852.54,1.0,4,2,18,0
1.0,240,87912.77,93731.37,0.0,5,2,18,18
1.0,236,16442.24,18117.66,0.0,3,2,50,16
1.0,229,15067.11,17636.89,0.8831687446,3,2,49,34
4.0,240,10513.0,8994.95,0.0,3,4,35,18
4.0,230,13653.02,15965.84,0.9275127397,3,2,23,53
60.0,300,39000.54,38283.38,0.0,4,2,15,8
52.0,240,0.0,27343.47,1.0,4,2,21,8
1.0,240,25211.75,26628.83,0.9822357948,3,4,13,46
0.0,360,0.0,107714.92,1.0,5,2,7,12
1.0,240,96407.61,87195.06,0.0,5,2,32,9
94.0,240,0.0,119333.59,0.0,5,2,22,16
6.0,348,0.0,141013.88,1.0,5,2,27,4
24.98,300,0.0,75943.91,1.0,4,2,7,9
93.0,240,11056.49,11486.96,0.0,3,2,31,24
78.0,240,43875.31,44598.2,0.0,5,2,39,1
24.98,236,21262.15,9851.6,0.9841599334,3,2,28,40
2.0,144,0.0,143412.51,1.0,5,2,24,24
94.0,240,51026.63,52407.55,0.0,5,2,24,1
93.0,240,22426.99,24043.24,0.0,5,2,34,11
24.98,218,14159.99,9591.01,0.9087791588,3,4,17,32
91.0,240,0.0,61687.64,1.0,4,2,39,5
1.0,236,8705.46,9109.0,1.0,3,4,16,44
4.0,300,0.0,58646.39,1.0,4,2,15,2
91.0,240,0.0,69568.43,1.0,4,2,23,0
1.0,240,0.0,84217.51,1.0,4,2,43,2
8.0,300,0.0,59001.35,1.0,4,2,14,2
1.0,233,18313.25,22848.89,0.198505923,3,4,46,14
24.98,300,0.0,66533.64,1.0,4,2,11,3
24.98,300,0.0,47700.76,1.0,4,2,11,3
1.0,231,7862.07,9436.36,0.9089087318,3,2,49,29
24.98,221,100892.52,113341.64,0.0,5,2,40,8
0.0,240,85123.03,70921.49,0.0,4,2,11,19
11.0,180,0.0,64697.82,1.0,5,2,63,9
24.98,240,15525.7,16718.54,0.0,4,2,20,10
94.0,180,14272.0,16142.48,0.1158731496,5,2,40,1
24.98,180,158641.11,138789.64,1.0,1,2,43,39
24.98,240,59426.27,57660.04,0.0,5,2,16,8
1.0,225,11346.02,11601.52,0.0,3,2,47,21
56.0,232,15189.29,18071.38,0.9143109159,3,2,24,59
1.0,240,9123.02,8021.47,1.0,3,4,19,34
94.0,360,115953.78,116956.98,0.0,5,2,24,5
65.0,60,0.0,56033.15,1.0,5,2,21,1
24.98,300,55991.33,55147.36,0.0,4,2,7,2
24.98,204,41823.18,41724.09,0.0,4,2,13,0
45.0,240,138893.86,131113.54,0.0,5,2,13,5
1.0,231,7861.79,9245.08,1.0,3,2,53,25
1.0,240,325805.14,296869.69,0.618438652,1,2,50,32
5.0,240,0.0,75414.5,1.0,5,2,19,2
24.98,240,39973.46,38593.78,0.0,4,2,18,3
1.0,236,4648.08,7915.15,0.8584335104,3,4,36,47
5.0,360,21566.29,23268.17,0.0731419789,5,2,25,1
0.0,239,0.0,122117.51,1.0,5,2,14,3
24.98,232,15416.86,12542.19,0.9590908765,3,2,28,32
86.0,136,88000.17,76226.88,0.0,5,2,25,18
29.0,236,20255.38,19251.27,0.9116442707,3,2,23,48
1.0,300,115772.79,112946.36,0.0,5,2,20,3
1.0,228,13211.32,12056.43,0.9935387175,3,2,25,37
92.0,240,163763.49,177151.28,0.0755726405,5,2,49,1
1.0,236,18386.2,17225.82,0.9366567165,3,2,24,41
1.0,360,0.0,131324.96,1.0,5,2,17,4
10.0,236,21249.77,10945.58,0.9508861111,3,2,38,30
64.0,360,0.0,214607.22,1.0,5,2,27,2
94.0,240,75512.68,76514.75,0.0,4,2,15,4
1.0,240,0.0,252764.3,0.9155825948,5,2,16,2
6.0,300,87163.83,81939.45,0.0,4,2,9,11
4.0,240,0.0,30926.44,1.0,4,2,33,7
24.98,116,38408.3,47574.44,0.0,1,2,81,4
1.0,222,13549.34,12653.85,0.9629567286,3,4,30,53
47.0,144,4773.59,8728.13,0.9161126152,3,4,14,61
23.0,240,0.0,46852.99,1.0,4,2,40,3
24.98,204,51991.53,59432.3,0.0,5,2,27,14
3.0,240,0.0,102382.67,1.0,5,2,20,6
52.0,240,0.0,43705.24,1.0,4,2,23,5
52.0,240,51294.88,50541.69,0.0,4,2,19,2
24.98,300,0.0,70016.45,1.0,4,2,9,6
24.98,360,0.0,109271.26,1.0,5,2,13,1
4.0,240,0.0,49987.27,0.6686992965,1,2,76,1
7.0,290,0.0,80100.26,1.0,4,2,25,6
39.0,300,0.0,87423.46,1.0,4,2,11,8
31.0,240,14616.75,16023.83,0.0,4,2,35,21
1.0,300,0.0,78560.21,0.0,5,2,26,10
1.0,240,133019.84,114202.47,0.0,5,2,17,23
21.0,360,0.0,166561.5,1.0,5,2,20,6
1.0,240,85358.78,76658.43,0.0,5,2,34,7
22.0,360,0.0,64120.57,1.0,5,2,46,1
24.98,300,70599.07,69161.89,0.0,4,2,16,3
2.0,60,193329.34,171067.34,0.0,1,2,39,5
13.0,232,15416.86,12512.16,0.9764253334,3,2,28,32
24.98,360,0.0,138487.71,1.0,5,2,8,3
2.0,240,25388.54,25607.7,0.0,4,2,21,3
1.0,300,0.0,313861.79,1.0,5,2,30,13
1.0,240,10220.42,11114.73,0.0804616936,3,2,39,15
24.98,360,200783.51,187949.44,0.0,5,2,11,6
0.0,240,90910.37,104601.46,0.1308881348,5,2,61,11
1.0,300,63479.81,61636.83,0.0,4,2,18,5
1.0,180,0.0,88494.4,0.8156350413,4,2,14,27
19.0,72,0.0,31288.82,0.2730852783,1,2,30,11
2.0,240,0.0,41315.4,0.7819075599,4,2,21,9
2.0,120,0.0,48907.92,1.0,1,2,14,14
24.98,72,156142.64,146811.7,0.0,5,2,27,4
24.98,236,21262.15,9831.52,0.9798718815,3,2,28,40
60.0,240,49346.36,49423.96,0.0,5,2,19,1
24.98,240,61250.36,56502.37,0.0,5,2,26,6
65.0,300,0.0,28742.62,1.0,4,2,17,1
1.0,235,6038.09,8255.52,0.2685996763,3,4,51,18
24.98,360,0.0,107787.53,1.0,5,2,10,7
55.0,180,0.0,12918.82,0.7719220188,4,2,11,7
1.0,234,19780.08,23302.64,0.9669153366,3,4,17,42
53.0,240,20743.26,22328.0,0.0709754568,3,2,48,8
1.0,236,8315.58,11212.49,0.258364556,3,4,39,23
1.0,240,10902.69,11972.23,0.0893350696,3,2,41,14
68.0,240,20752.31,20959.68,0.0098937579,3,4,54,8
24.98,360,31470.31,31833.3,0.0114028392,5,2,19,5
0.0,240,0.0,27867.84,0.691836094,5,2,36,11
8.0,240,10116.95,11762.42,0.8870929622,3,2,25,31
94.0,240,11109.42,11481.29,0.0,3,2,31,23
1.0,225,11346.01,11535.44,0.0164215669,3,2,46,22
93.0,240,0.0,65184.85,0.8289242994,5,2,7,37
2.0,300,0.0,39891.59,1.0,4,2,20,1
18.0,300,0.0,43507.91,1.0,4,2,25,1
1.0,240,49194.17,49215.15,0.0004262915,4,2,31,3
24.98,300,0.0,56782.94,1.0,4,2,8,1
7.0,240,171874.46,167927.64,0.0,5,2,19,9
94.0,240,47034.17,38415.43,0.9900085175,5,2,15,32
24.98,222,11455.23,4290.47,0.907320177,3,2,12,53
11.0,240,0.0,242795.96,1.0,5,2,28,4
2.0,300,104455.71,107380.5,0.0,4,2,17,2
1.0,240,116888.95,105939.83,0.0,5,2,27,9
1.0,300,0.0,64925.35,1.0,4,2,18,3
13.0,228,14318.67,16695.54,0.1423655659,3,4,64,2
